ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,PRODUCTLINE,CUSTOMERNAME,COUNTRY,DEALSIZE
257,24,100,4157.04,9/30/2004 0:00,Shipped,Motorcycles,"Toys of Finland, Co.",Finland,Medium
258,26,100,4660.24,10/15/2004 0:00,Shipped,Motorcycles,Baane Mini Imports,Norway,Medium
259,30,100,4111.8,11/3/2004 0:00,Shipped,Motorcycles,Microscale Inc.,USA,Medium
260,24,100,3542.64,11/15/2004 0:00,Shipped,Motorcycles,Land of Toys Inc.,USA,Medium
261,55,100,8118.55,11/24/2004 0:00,Shipped,Motorcycles,Salzburg Collectables,Austria,Large
262,22,100,3877.06,1/5/2005 0:00,Shipped,Motorcycles,Technics Stores Inc.,USA,Medium
263,49,78.92,3867.08,2/3/2005 0:00,Shipped,Motorcycles,La Rochelle Gifts,France,Medium
264,44,100,5951.44,3/3/2005 0:00,Shipped,Motorcycles,FunGiftIdeas.com,USA,Medium
265,66,100,8648.64,4/8/2005 0:00,Shipped,Motorcycles,"UK Collectables, Ltd.",UK,Large
266,21,100,3447.78,5/13/2005 0:00,Disputed,Motorcycles,Euro Shopping Channel,Spain,Medium
267,34,100,5958.5,1/31/2003 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
268,43,100,5911.64,4/16/2003 0:00,Shipped,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Medium
269,46,100,7366.44,6/3/2003 0:00,Shipped,Classic Cars,Muscle Machine Inc,USA,Large
270,33,100,4985.64,8/8/2003 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Medium
271,42,100,5393.64,9/28/2003 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
272,34,100,4880.02,10/22/2003 0:00,Shipped,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Medium
273,47,100,8378.69,11/6/2003 0:00,Shipped,Classic Cars,L'ordine Souveniers,Italy,Large
274,33,100,4038.21,11/14/2003 0:00,Shipped,Classic Cars,Mini Creations Ltd.,USA,Medium
275,24,100,3807.12,11/26/2003 0:00,Shipped,Classic Cars,Super Scale Inc.,USA,Medium
276,26,100,3142.36,1/2/2004 0:00,Shipped,Classic Cars,"Saveley & Henriot, Co.",France,Medium
277,30,100,4713.6,2/12/2004 0:00,Shipped,Classic Cars,"Clover Collections, Co.",Ireland,Medium
278,43,100,7016.31,3/15/2004 0:00,Shipped,Classic Cars,"Blauer See Auto, Co.",Germany,Large
279,25,100,4381.25,5/5/2004 0:00,Shipped,Classic Cars,Suominen Souveniers,Finland,Medium
280,27,100,4283.01,7/20/2004 0:00,Shipped,Classic Cars,Diecast Classics Inc.,USA,Medium
281,27,100,4364.82,8/20/2004 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Medium
282,24,100,4242.24,9/9/2004 0:00,Shipped,Classic Cars,Amica Models & Co.,Italy,Medium
283,34,100,4982.7,10/14/2004 0:00,Shipped,Classic Cars,"AV Stores, Co.",UK,Medium
284,46,100,6393.54,10/22/2004 0:00,Shipped,Classic Cars,Heintze Collectables,Denmark,Medium
285,27,54.33,1466.91,11/5/2004 0:00,Shipped,Classic Cars,Vitachrome Inc.,USA,Small
286,33,100,4059.33,11/20/2004 0:00,Shipped,Classic Cars,"La Corne D'abondance, Co.",France,Medium
287,47,100,4801.52,11/1/2004 0:00,Shipped,Classic Cars,"Corrida Auto Replicas, Ltd",Spain,Medium
288,49,55.34,2711.66,12/10/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
289,40,100,5862,1/26/2005 0:00,Shipped,Classic Cars,"Tokyo Collectables, Ltd",Japan,Medium
290,37,100,4071.85,2/17/2005 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Medium
291,47,100,8236.75,5/5/2005 0:00,Shipped,Classic Cars,Gift Depot Inc.,USA,Large
292,45,100,6130.35,3/3/2003 0:00,Shipped,Classic Cars,Cruz & Sons Co.,Philippines,Medium
293,37,99.82,3693.34,5/8/2003 0:00,Shipped,Classic Cars,Marseille Mini Autos,France,Medium
294,48,100,6031.68,7/2/2003 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Medium
295,31,100,3494.94,9/5/2003 0:00,Shipped,Classic Cars,Collectables For Less Inc.,USA,Medium
296,46,100,5294.14,10/11/2003 0:00,Shipped,Classic Cars,"Men 'R' US Retailers, Ltd.",USA,Medium
297,47,100,5464.69,11/4/2003 0:00,Shipped,Classic Cars,Mini Auto Werke,Austria,Medium
298,28,100,2860.76,11/12/2003 0:00,Shipped,Classic Cars,Herkku Gifts,Norway,Small
299,40,100,5590,11/20/2003 0:00,Shipped,Classic Cars,"Toms Spezialitten, Ltd",Germany,Medium
300,20,100,2254.8,12/2/2003 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
301,39,100,4946.76,1/16/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
302,25,99.82,2495.5,2/22/2004 0:00,Shipped,Classic Cars,"Vida Sport, Ltd",Switzerland,Small
303,29,100,3167.38,4/9/2004 0:00,Shipped,Classic Cars,Danish Wholesale Imports,Denmark,Medium
304,22,100,2402.84,6/1/2004 0:00,Cancelled,Classic Cars,"UK Collectables, Ltd.",UK,Small
305,22,100,2454.54,7/6/2004 0:00,Shipped,Classic Cars,L'ordine Souveniers,Italy,Small
306,47,100,5464.69,8/2/2004 0:00,Shipped,Classic Cars,Online Mini Collectables,USA,Medium
307,45,100,4756.5,8/30/2004 0:00,Shipped,Classic Cars,"Vida Sport, Ltd",Switzerland,Medium
308,29,100,3984.6,10/4/2003 0:00,Shipped,Classic Cars,"Blauer See Auto, Co.",Germany,Medium
309,24,100,3100.32,10/16/2004 0:00,Shipped,Classic Cars,"Toms Spezialitten, Ltd",Germany,Medium
310,35,100,4850.3,11/3/2004 0:00,Shipped,Classic Cars,"Volvo Model Replicas, Co",Sweden,Medium
311,46,83.63,3846.98,11/15/2004 0:00,Shipped,Classic Cars,Land of Toys Inc.,USA,Medium
312,44,95.93,4220.92,11/24/2004 0:00,Shipped,Classic Cars,Salzburg Collectables,Austria,Medium
313,34,96.73,3288.82,1/6/2005 0:00,Shipped,Classic Cars,Suominen Souveniers,Finland,Medium
314,35,100,3987.2,2/8/2005 0:00,Shipped,Classic Cars,Boards & Toys Co.,USA,Medium
315,25,72.38,1809.5,3/3/2005 0:00,Shipped,Classic Cars,Scandinavian Gift Ideas,Sweden,Small
316,10,100,1092.2,5/17/2005 0:00,Shipped,Classic Cars,Salzburg Collectables,Austria,Small
317,29,100,4566.05,2/11/2003 0:00,Shipped,Classic Cars,Danish Wholesale Imports,Denmark,Medium
318,39,100,5938.14,4/16/2003 0:00,Shipped,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Medium
319,42,100,8138.76,6/3/2003 0:00,Shipped,Classic Cars,Muscle Machine Inc,USA,Large
320,46,100,9470.94,8/8/2003 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Large
321,49,100,7036.89,9/28/2003 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Large
322,27,100,5559.03,10/22/2003 0:00,Shipped,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Medium
323,50,100,7872.5,11/6/2003 0:00,Shipped,Classic Cars,L'ordine Souveniers,Italy,Large
324,43,100,7886.2,11/14/2003 0:00,Shipped,Classic Cars,Mini Creations Ltd.,USA,Large
325,38,100,7232.16,11/26/2003 0:00,Shipped,Classic Cars,Super Scale Inc.,USA,Large
326,20,100,3114.4,1/2/2004 0:00,Shipped,Classic Cars,"Saveley & Henriot, Co.",France,Medium
327,27,100,5045.22,2/12/2004 0:00,Shipped,Classic Cars,"Clover Collections, Co.",Ireland,Medium
328,49,100,6952.12,3/19/2004 0:00,Shipped,Classic Cars,CAF Imports,Spain,Medium
329,27,100,4157.73,5/5/2004 0:00,Shipped,Classic Cars,Suominen Souveniers,Finland,Medium
330,39,100,7962.24,7/20/2004 0:00,Shipped,Classic Cars,Diecast Classics Inc.,USA,Large
331,24,100,3778.8,8/20/2004 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Medium
332,45,100,8253,9/9/2004 0:00,Shipped,Classic Cars,Amica Models & Co.,Italy,Large
333,20,100,3633.4,10/14/2004 0:00,Shipped,Classic Cars,"AV Stores, Co.",UK,Medium
334,36,100,6913.8,10/22/2004 0:00,Shipped,Classic Cars,Heintze Collectables,Denmark,Medium
335,24,100,2583.6,11/5/2004 0:00,Shipped,Classic Cars,Baane Mini Imports,Norway,Small
336,49,63.38,3105.62,11/20/2004 0:00,Shipped,Classic Cars,"La Corne D'abondance, Co.",France,Medium
337,26,100,4408.56,12/1/2004 0:00,Shipped,Classic Cars,Muscle Machine Inc,USA,Medium
338,49,62.09,3042.41,12/15/2004 0:00,Shipped,Classic Cars,Reims Collectables,France,Medium
339,34,100,5941.5,1/26/2005 0:00,Shipped,Classic Cars,"Tokyo Collectables, Ltd",Japan,Medium
340,34,95.35,3241.9,2/17/2005 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Medium
341,33,100,6109.29,3/23/2005 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Medium
342,22,100,3387.78,5/5/2005 0:00,Shipped,Classic Cars,Gift Depot Inc.,USA,Medium
343,39,89.38,3485.82,3/3/2003 0:00,Shipped,Classic Cars,Cruz & Sons Co.,Philippines,Medium
344,32,63.84,2042.88,5/8/2003 0:00,Shipped,Classic Cars,Marseille Mini Autos,France,Small
345,24,75.01,1800.24,7/2/2003 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Small
346,21,63.84,1340.64,9/5/2003 0:00,Shipped,Classic Cars,Collectables For Less Inc.,USA,Small
347,24,73.42,1762.08,10/10/2003 0:00,Shipped,Classic Cars,Corporate Gift Ideas Co.,USA,Small
348,36,63.84,2298.24,11/4/2003 0:00,Shipped,Classic Cars,"Anna's Decorations, Ltd",Australia,Small
349,20,81.4,1628,11/12/2003 0:00,Shipped,Classic Cars,Herkku Gifts,Norway,Small
350,30,64.64,1939.2,11/20/2003 0:00,Shipped,Classic Cars,"Toms Spezialitten, Ltd",Germany,Small
351,44,82.99,3651.56,12/2/2003 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
352,28,92.57,2591.96,1/15/2004 0:00,Shipped,Classic Cars,Auto Canal Petit,France,Small
353,37,77.41,2864.17,2/22/2004 0:00,Shipped,Classic Cars,"Vida Sport, Ltd",Switzerland,Small
354,20,74.21,1484.2,4/9/2004 0:00,Shipped,Classic Cars,Danish Wholesale Imports,Denmark,Small
355,25,90.17,2254.25,6/1/2004 0:00,Cancelled,Classic Cars,"UK Collectables, Ltd.",UK,Small
356,35,76.61,2681.35,7/6/2004 0:00,Shipped,Classic Cars,L'ordine Souveniers,Italy,Small
357,38,83.79,3184.02,8/2/2004 0:00,Shipped,Classic Cars,Online Mini Collectables,USA,Medium
358,41,69.43,2846.63,8/30/2004 0:00,Shipped,Classic Cars,"Vida Sport, Ltd",Switzerland,Small
359,22,76.61,1685.42,10/4/2003 0:00,Shipped,Classic Cars,"Blauer See Auto, Co.",Germany,Small
360,49,81.4,3988.6,10/16/2004 0:00,Shipped,Classic Cars,"Toms Spezialitten, Ltd",Germany,Medium
361,38,73.42,2789.96,11/3/2004 0:00,Shipped,Classic Cars,"Volvo Model Replicas, Co",Sweden,Small
362,33,100,3607.56,11/15/2004 0:00,Shipped,Classic Cars,Land of Toys Inc.,USA,Medium
363,36,93.56,3368.16,11/24/2004 0:00,Shipped,Classic Cars,Salzburg Collectables,Austria,Medium
364,34,81.62,2775.08,1/6/2005 0:00,Shipped,Classic Cars,Suominen Souveniers,Finland,Small
365,24,67.83,1627.92,2/9/2005 0:00,Shipped,Classic Cars,"Toys of Finland, Co.",Finland,Small
366,36,70.26,2529.36,3/3/2005 0:00,Shipped,Classic Cars,Scandinavian Gift Ideas,Sweden,Small
367,34,90.17,3065.78,5/17/2005 0:00,Shipped,Classic Cars,Salzburg Collectables,Austria,Medium
368,41,100,4615.78,1/31/2003 0:00,Shipped,Trucks and Buses,Euro Shopping Channel,Spain,Medium
369,46,100,5723.78,4/4/2003 0:00,Shipped,Trucks and Buses,Classic Legends Inc.,USA,Medium
370,24,100,2559.6,6/3/2003 0:00,Shipped,Trucks and Buses,Muscle Machine Inc,USA,Small
371,21,100,2140.11,8/1/2003 0:00,Shipped,Trucks and Buses,Suominen Souveniers,Finland,Small
372,24,100,3327.6,9/21/2003 0:00,Shipped,Trucks and Buses,"Oulu Toy Supplies, Inc.",Finland,Medium
373,48,100,6825.6,10/22/2003 0:00,Shipped,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Medium
374,26,100,3543.28,11/6/2003 0:00,Shipped,Trucks and Buses,"Stylish Desk Decors, Co.",UK,Medium
375,37,100,4516.22,11/14/2003 0:00,Shipped,Trucks and Buses,"Iberia Gift Imports, Corp.",Spain,Medium
376,49,100,6445.46,11/25/2003 0:00,Shipped,Trucks and Buses,Mini Classics,USA,Medium
377,34,99.54,3384.36,12/9/2003 0:00,Shipped,Trucks and Buses,Diecast Collectables,USA,Medium
378,48,100,4891.68,2/10/2004 0:00,Shipped,Trucks and Buses,Signal Collectibles Ltd.,USA,Medium
379,36,100,4521.96,3/11/2004 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Medium
380,46,100,5069.66,5/5/2004 0:00,Shipped,Trucks and Buses,Euro Shopping Channel,Spain,Medium
381,46,100,6541.2,6/15/2004 0:00,Shipped,Trucks and Buses,Handji Gifts& Co,Singapore,Medium
382,31,97.17,3012.27,7/20/2004 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Medium
383,41,100,5247.18,8/19/2004 0:00,Shipped,Trucks and Buses,Diecast Classics Inc.,USA,Medium
384,21,100,2214.87,9/8/2004 0:00,Shipped,Trucks and Buses,Land of Toys Inc.,USA,Small
385,38,100,4773.18,10/13/2004 0:00,Shipped,Trucks and Buses,Marta's Replicas Co.,USA,Medium
386,45,100,6185.7,10/22/2004 0:00,Shipped,Trucks and Buses,Heintze Collectables,Denmark,Medium
387,26,58.38,1517.88,11/5/2004 0:00,Shipped,Trucks and Buses,Vitachrome Inc.,USA,Small
388,38,100,6372.6,11/20/2004 0:00,Shipped,Trucks and Buses,"La Corne D'abondance, Co.",France,Medium
389,48,100,5232.96,12/1/2004 0:00,Shipped,Trucks and Buses,Muscle Machine Inc,USA,Medium
390,42,64.16,2694.72,12/10/2004 0:00,Shipped,Trucks and Buses,Euro Shopping Channel,Spain,Small
391,49,35.71,1749.79,1/23/2005 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Small
392,32,66.58,2130.56,2/17/2005 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Small
393,54,100,5951.34,5/3/2005 0:00,Shipped,Trucks and Buses,Euro Shopping Channel,Spain,Medium
394,33,100,4692.6,5/31/2005 0:00,In Process,Trucks and Buses,La Rochelle Gifts,France,Medium
395,36,100,3731.04,3/3/2003 0:00,Shipped,Classic Cars,Cruz & Sons Co.,Philippines,Medium
396,20,100,2142,5/8/2003 0:00,Shipped,Classic Cars,Marseille Mini Autos,France,Small
397,29,97.89,2838.81,7/2/2003 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Small
398,33,97.89,3230.37,9/5/2003 0:00,Shipped,Classic Cars,Collectables For Less Inc.,USA,Medium
399,50,100,5182,10/11/2003 0:00,Shipped,Classic Cars,"Men 'R' US Retailers, Ltd.",USA,Medium
400,41,100,4391.1,11/4/2003 0:00,Shipped,Classic Cars,Mini Auto Werke,Austria,Medium
401,36,100,4477.32,11/12/2003 0:00,Shipped,Classic Cars,Herkku Gifts,Norway,Medium
402,27,100,3544.56,11/20/2003 0:00,Shipped,Classic Cars,Online Diecast Creations Co.,USA,Medium
403,47,100,5195.85,12/2/2003 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
404,33,100,4180.44,1/16/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
405,21,100,2684.43,2/22/2004 0:00,Shipped,Classic Cars,"Vida Sport, Ltd",Switzerland,Small
406,21,93.28,1958.88,4/12/2004 0:00,Shipped,Classic Cars,"Oulu Toy Supplies, Inc.",Finland,Small
407,41,100,4910.57,6/1/2004 0:00,Cancelled,Classic Cars,"UK Collectables, Ltd.",UK,Medium
408,40,100,4468.4,7/6/2004 0:00,Shipped,Classic Cars,L'ordine Souveniers,Italy,Medium
409,28,100,3127.88,8/4/2004 0:00,Shipped,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Medium
410,23,100,2675.13,8/30/2004 0:00,Shipped,Classic Cars,"Vida Sport, Ltd",Switzerland,Small
411,23,100,2807.61,10/4/2003 0:00,Shipped,Classic Cars,"Blauer See Auto, Co.",Germany,Small
412,25,100,2504.75,10/16/2004 0:00,Shipped,Classic Cars,"Toms Spezialitten, Ltd",Germany,Small
413,24,100,2984.88,11/4/2004 0:00,Shipped,Classic Cars,FunGiftIdeas.com,USA,Small
414,39,64.74,2524.86,11/15/2004 0:00,Shipped,Classic Cars,Land of Toys Inc.,USA,Small
415,55,75.2,4136,11/24/2004 0:00,Shipped,Classic Cars,Salzburg Collectables,Austria,Medium
416,46,88.45,4068.7,1/6/2005 0:00,Shipped,Classic Cars,Suominen Souveniers,Finland,Medium
417,50,100,5182,2/9/2005 0:00,Shipped,Classic Cars,"Toys of Finland, Co.",Finland,Medium
418,47,100,5243.79,3/3/2005 0:00,Shipped,Classic Cars,Scandinavian Gift Ideas,Sweden,Medium
419,97,93.28,9048.16,4/14/2005 0:00,Shipped,Classic Cars,Mini Caravy,France,Large
420,32,100,3832.64,5/17/2005 0:00,Shipped,Classic Cars,Salzburg Collectables,Austria,Medium
421,35,100,3920,1/29/2003 0:00,Shipped,Trucks and Buses,Baane Mini Imports,Norway,Medium
422,49,100,4916.66,3/26/2003 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Medium
423,38,100,3857,5/28/2003 0:00,Shipped,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,Medium
424,32,100,4181.44,7/24/2003 0:00,Shipped,Trucks and Buses,Technics Stores Inc.,USA,Medium
425,34,100,4641,9/19/2003 0:00,Shipped,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Medium
426,36,99.17,3570.12,10/21/2003 0:00,Resolved,Trucks and Buses,Mini Auto Werke,Austria,Medium
427,48,93.34,4480.32,11/6/2003 0:00,Shipped,Trucks and Buses,"Australian Gift Network, Co",Australia,Medium
428,21,96.84,2033.64,11/13/2003 0:00,Shipped,Trucks and Buses,"Classic Gift Ideas, Inc",USA,Small
429,21,93.34,1960.14,11/25/2003 0:00,Shipped,Trucks and Buses,"Saveley & Henriot, Co.",France,Small
430,34,100,3966.78,12/5/2003 0:00,Shipped,Trucks and Buses,Canadian Gift Exchange Network,Canada,Medium
431,46,100,5152,1/29/2004 0:00,Shipped,Trucks and Buses,West Coast Collectables Co.,USA,Medium
432,32,100,3360,3/10/2004 0:00,Shipped,Trucks and Buses,Cambridge Collectables Co.,USA,Medium
433,29,100,3451,5/4/2004 0:00,Shipped,Trucks and Buses,Super Scale Inc.,USA,Medium
434,41,100,5453,6/15/2004 0:00,Shipped,Trucks and Buses,"Tokyo Collectables, Ltd",Japan,Medium
435,43,96.84,4164.12,7/19/2004 0:00,Shipped,Trucks and Buses,Souveniers And Things Co.,Australia,Medium
436,24,100,2800.08,8/17/2004 0:00,Shipped,Trucks and Buses,Amica Models & Co.,Italy,Small
437,41,100,4687.94,9/8/2004 0:00,Shipped,Trucks and Buses,Scandinavian Gift Ideas,Sweden,Medium
438,46,98,4508,10/11/2004 0:00,Shipped,Trucks and Buses,Auto Assoc. & Cie.,France,Medium
439,32,100,4181.44,10/21/2004 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Medium
440,22,100,2251.04,11/4/2004 0:00,Shipped,Trucks and Buses,Online Diecast Creations Co.,USA,Small
441,29,40.25,1167.25,11/18/2004 0:00,Shipped,Trucks and Buses,Mini Wheels Co.,USA,Small
442,42,49.6,2083.2,11/29/2004 0:00,Shipped,Trucks and Buses,"Australian Collectors, Co.",Australia,Small
443,39,98,3822,12/10/2004 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Medium
444,27,100,3911.49,1/20/2005 0:00,Shipped,Trucks and Buses,"Anna's Decorations, Ltd",Australia,Medium
445,48,98,4704,2/17/2005 0:00,Shipped,Trucks and Buses,Corporate Gift Ideas Co.,USA,Medium
446,29,85.1,2467.9,3/9/2005 0:00,Shipped,Trucks and Buses,"Anna's Decorations, Ltd",Australia,Small
447,27,100,3213,5/1/2005 0:00,Shipped,Trucks and Buses,Quebec Home Shopping Network,Canada,Medium
448,54,100,7182,5/31/2005 0:00,In Process,Trucks and Buses,Euro Shopping Channel,Spain,Large
449,26,100,4379.18,3/10/2003 0:00,Shipped,Classic Cars,Motor Mint Distributors Inc.,USA,Medium
450,34,100,5004.8,5/8/2003 0:00,Shipped,Classic Cars,Marseille Mini Autos,France,Medium
451,25,100,3644.75,7/4/2003 0:00,Shipped,Classic Cars,Alpha Cognac,France,Medium
452,23,100,2702.04,9/11/2003 0:00,Shipped,Classic Cars,"Anna's Decorations, Ltd",Australia,Small
453,28,100,3764.88,10/17/2003 0:00,Shipped,Classic Cars,Heintze Collectables,Denmark,Medium
454,35,100,4508,11/5/2003 0:00,Shipped,Classic Cars,Quebec Home Shopping Network,Canada,Medium
455,44,100,5418.16,11/12/2003 0:00,Shipped,Classic Cars,Herkku Gifts,Norway,Medium
456,22,100,3300.66,11/20/2003 0:00,Shipped,Classic Cars,Online Diecast Creations Co.,USA,Medium
457,42,100,6182.4,12/2/2003 0:00,Shipped,Classic Cars,Muscle Machine Inc,USA,Medium
458,29,100,4186.73,1/16/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
459,32,100,4529.28,2/22/2004 0:00,Shipped,Classic Cars,"Vida Sport, Ltd",Switzerland,Medium
460,41,100,5628.89,4/13/2004 0:00,Shipped,Classic Cars,Osaka Souveniers Co.,Japan,Medium
461,26,100,3054.48,6/1/2004 0:00,Cancelled,Classic Cars,"UK Collectables, Ltd.",UK,Medium
462,21,100,2526.51,7/6/2004 0:00,Shipped,Classic Cars,L'ordine Souveniers,Italy,Small
463,34,100,4667.86,8/6/2004 0:00,Shipped,Classic Cars,Signal Gift Stores,USA,Medium
464,41,100,6499.32,8/30/2004 0:00,Shipped,Classic Cars,"Vida Sport, Ltd",Switzerland,Medium
465,37,100,5917.78,10/5/2003 0:00,Shipped,Classic Cars,"Norway Gifts By Mail, Co.",Norway,Medium
466,37,100,6231.91,10/16/2004 0:00,Shipped,Classic Cars,"Toms Spezialitten, Ltd",Germany,Medium
467,41,100,5803.14,11/4/2004 0:00,Shipped,Classic Cars,FunGiftIdeas.com,USA,Medium
468,46,100,6434.02,11/17/2004 0:00,Shipped,Classic Cars,Motor Mint Distributors Inc.,USA,Medium
469,40,100,6454.4,11/24/2004 0:00,Shipped,Classic Cars,"Australian Collectors, Co.",Australia,Medium
470,43,97.6,4196.8,12/9/2004 0:00,Shipped,Classic Cars,Lyon Souveniers,France,Medium
471,30,87.06,2611.8,1/7/2005 0:00,Shipped,Classic Cars,Mini Creations Ltd.,USA,Small
472,35,100,5895.05,2/9/2005 0:00,Shipped,Classic Cars,"Toys of Finland, Co.",Finland,Medium
473,36,93.77,3375.72,3/4/2005 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Medium
474,61,100,8374.69,4/15/2005 0:00,Disputed,Classic Cars,Danish Wholesale Imports,Denmark,Large
475,38,100,4464.24,5/17/2005 0:00,Shipped,Classic Cars,Salzburg Collectables,Austria,Medium
476,39,100,4808.31,1/10/2003 0:00,Shipped,Vintage Cars,Vitachrome Inc.,USA,Medium
477,33,99.66,3288.78,3/25/2003 0:00,Shipped,Vintage Cars,Mini Wheels Co.,USA,Medium
478,32,100,3254.72,5/21/2003 0:00,Shipped,Vintage Cars,"Australian Collectors, Co.",Australia,Medium
479,31,100,3184.94,7/16/2003 0:00,Shipped,Vintage Cars,Souveniers And Things Co.,Australia,Medium
480,50,100,5907.5,9/12/2003 0:00,Shipped,Vintage Cars,Signal Collectibles Ltd.,USA,Medium
481,48,91.44,4389.12,10/18/2003 0:00,Shipped,Vintage Cars,Corporate Gift Ideas Co.,USA,Medium
482,43,100,5036.16,11/5/2003 0:00,Shipped,Vintage Cars,Rovelli Gifts,Italy,Medium
483,25,87.33,2183.25,11/12/2003 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Small
484,28,100,3106.88,11/21/2003 0:00,Shipped,Vintage Cars,"Australian Collectables, Ltd",Australia,Medium
485,36,100,3735.72,12/3/2003 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Medium
486,27,89.38,2413.26,1/29/2004 0:00,Shipped,Vintage Cars,West Coast Collectables Co.,USA,Small
487,25,100,2953.75,3/2/2004 0:00,Shipped,Vintage Cars,"Saveley & Henriot, Co.",France,Small
488,40,100,4684.8,4/29/2004 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Medium
489,34,95.55,3248.7,6/8/2004 0:00,Shipped,Vintage Cars,Danish Wholesale Imports,Denmark,Medium
490,50,100,5239.5,8/17/2004 0:00,Shipped,Vintage Cars,Amica Models & Co.,Italy,Medium
491,38,100,4567.98,9/3/2004 0:00,Shipped,Vintage Cars,Herkku Gifts,Norway,Medium
492,37,95.55,3535.35,10/11/2004 0:00,Shipped,Vintage Cars,Auto Assoc. & Cie.,France,Medium
493,43,89.38,3843.34,10/21/2004 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Medium
494,43,86.3,3710.9,11/4/2004 0:00,Shipped,Vintage Cars,Online Diecast Creations Co.,USA,Medium
495,46,95.13,4375.98,11/17/2004 0:00,Shipped,Vintage Cars,"AV Stores, Co.",UK,Medium
496,42,36.11,1516.62,11/29/2004 0:00,Shipped,Vintage Cars,Signal Gift Stores,USA,Small
